0;0
0,01;0
0,1;0
0,2;0
0,25;25
0,3;70
0,4;175
0,5;270
0,6;370
0,7;475
0,75;540
0,8;615
0,85;740
0,9;925
0,925;1100
0,95;1220
0,98;1400
1;1475
1,02;1600
1,05;1790
1,07;1900
1,1;2035
